Name,Date,Payment
Jennifer Patt,12.07.2009,5583
Dave Kipp,30.10.2011,1757
Jill Matthias,27.03.2012,5818
Joni Wasserman,07.06.2011,20
Darren Budd,14.11.2012,7236
Denny Ordway,16.05.2009,280
Joni Wasserman,07.06.2011,400
Giulietta Dortch,20.02.2011,538
Giulietta Dortch,20.02.2011,4957
Christy Brittain,09.07.2010,388
Christy Brittain,09.07.2010,2340
Tom Ashbrook,02.02.2011,145
Tom Ashbrook,02.02.2011,132
Tom Ashbrook,02.02.2011,7815
Tom Ashbrook,02.02.2011,159
Nicole Brennan,30.01.2011,71
Deanra Eno,09.11.2012,1352
Deanra Eno,09.11.2012,1561
Amy Cox,24.01.2011,496
Karen Carlisle,10.12.2011,8225
Jeremy Pistek,28.03.2010,1337
David Bremer,17.02.2009,17
Brad Thomas,27.05.2009,1194
Brad Thomas,27.05.2009,52
Bryan Spruell,03.03.2011,798
Thea Hendricks,21.07.2012,1122
Tamara Willingham,28.03.2012,5404
Tamara Willingham,28.03.2012,430
Brendan Murry,28.04.2012,3259
Bill Shonely,03.04.2010,6803
Barry Weirich,07.12.2012,239
Nicole Brennan,10.12.2011,140
Nicole Brennan,10.12.2011,5922
Nicole Brennan,10.12.2011,68
Allen Armold,30.04.2011,105
Juliana Krohn,16.10.2010,10168
Giulietta Dortch,25.06.2010,177
Giulietta Dortch,25.06.2010,6568
Giulietta Dortch,25.06.2010,1579
Adam Hart,13.01.2012,337
Nicole Brennan,26.04.2009,8048
Darren Budd,15.09.2010,23950
Darren Budd,05.07.2011,17
Bradley Drucker,31.03.2010,2976
Adam Hart,02.07.2012,499
Adam Hart,02.07.2012,5209
Adam Hart,18.04.2011,28
Adam Hart,18.04.2011,23
Maris LaWare,26.12.2010,31
Maris LaWare,26.12.2010,4829
Tim Taslimi,19.11.2010,136
Tim Taslimi,19.11.2010,298
Janet Martin,27.10.2012,1296
Julia Barnett,06.01.2009,102
Adam Hart,11.12.2012,105
Adam Hart,11.12.2012,284
Christy Brittain,05.05.2011,247
Sara Luxemburg,30.08.2009,305
Ivan Liston,06.11.2010,2029
Brian Stugart,25.07.2010,123
Carlos Meador,13.07.2009,106
Ed Braxton,07.02.2009,630
Ed Braxton,07.02.2009,2814
Nicole Brennan,12.07.2009,1625
Nicole Brennan,12.07.2009,381
Dan Campbell,31.10.2009,12
Deanra Eno,14.03.2011,269
Dean Katz,18.01.2010,883
Joni Wasserman,05.03.2012,364
Mick Brown,16.12.2009,3586
Tony Molinari,25.05.2010,545
Tim Taslimi,18.12.2011,3713
Tracy Hopkins,25.05.2009,1444
Cyra Reiten,02.10.2012,677
Cyra Reiten,02.10.2012,13699
Roland Fjeld,01.09.2012,925
Chris McAfee,08.06.2010,322
Barry Pond,22.06.2012,278
Nicole Brennan,14.09.2012,329
Julia Barnett,25.11.2012,6734
Alan Schoenberger,12.06.2012,378
Brendan Murry,30.10.2012,7726
Sara Luxemburg,28.11.2011,52
Sara Luxemburg,28.11.2011,255
Tamara Willingham,11.12.2011,269
Tamara Willingham,11.12.2011,1281
Jeremy Pistek,01.11.2010,232
Tamara Willingham,29.09.2009,198
Evan Henry,07.04.2010,297
Thea Hendricks,20.05.2011,730
Thea Hendricks,20.05.2011,1417
Thea Hendricks,20.05.2011,1155
Helen Andreada,11.09.2011,110
Deborah Brumfield,18.10.2011,646
Jay Fine,01.02.2010,344
Benjamin Venier,10.03.2011,12686
Speros Goranitis,04.03.2010,247
Darrin Sayre,19.09.2011,95
Pete Kriz,03.08.2010,107
Brad Thomas,20.09.2010,6127
Irene Maddox,07.07.2011,9172
Deborah Brumfield,08.04.2010,129
Deborah Brumfield,08.04.2010,239
Deborah Brumfield,08.04.2010,257
Nora Paige,26.01.2012,107
Kean Thornton,19.12.2012,163
Dave Kipp,27.03.2009,508
Maureen Gastineau,29.06.2012,3213
Maureen Gastineau,29.06.2012,293
Giulietta Dortch,12.01.2012,49
Thomas Thornton,27.04.2010,660
Brad Thomas,03.10.2011,413
Brad Thomas,03.10.2011,1722
Patrick Bzostek,31.03.2011,59
Dave Kipp,24.09.2010,1501
Dave Kipp,24.09.2010,99
Shirley Jackson,09.07.2009,11
Shirley Jackson,09.07.2009,156
Muhammed Lee,16.01.2012,99
Muhammed Lee,16.01.2012,380
Jay Fine,29.05.2012,325
David Kendrick,10.04.2009,6449
Brad Thomas,27.12.2012,45
Sara Luxemburg,29.03.2012,2175
Bill Shonely,27.09.2012,33
Bill Shonely,27.09.2012,1702
Brad Thomas,08.05.2009,65
Speros Goranitis,01.05.2011,4324
Victoria Pisteka,21.06.2010,234
Brad Thomas,07.07.2010,4357
Brad Thomas,24.09.2011,1298
Brad Thomas,24.09.2011,19
Brad Thomas,24.09.2011,590
Brad Thomas,24.09.2011,4246
Adam Hart,27.06.2011,1463
Ed Jacobs,26.06.2011,1026
Luke Foster,05.06.2010,43
Luke Foster,05.06.2010,2855
Pete Kriz,17.09.2009,115
Pete Kriz,17.09.2009,383
Mark Haberlin,09.01.2009,69
Mark Haberlin,09.01.2009,145
Emily Burns,05.05.2010,507
Dave Kipp,02.07.2011,129
Dave Kipp,02.07.2011,8468
Doug O'Connell,05.11.2009,183
Doug O'Connell,05.11.2009,68
Corey Lock,03.03.2012,1639
Corey Lock,03.03.2012,64
Karen Carlisle,09.01.2010,29885
Mick Brown,15.02.2009,4847
Mick Brown,15.02.2009,2548
Deborah Brumfield,12.11.2011,5980
Deborah Brumfield,12.11.2011,176
Nicole Brennan,19.06.2012,421
Nicole Brennan,19.06.2012,1676
Nicole Brennan,19.06.2012,146
Jay Fine,11.05.2009,203
Jay Fine,11.05.2009,45
Jay Fine,11.05.2009,59
Jay Fine,11.05.2009,602
Juliana Krohn,02.08.2012,1777
Juliana Krohn,02.08.2012,3642
Juliana Krohn,02.08.2012,2983
Yana Sorensen,18.08.2011,60
Bradley Drucker,07.05.2009,58
Adam Hart,02.09.2012,56
Benjamin Venier,07.01.2009,1962
Ivan Liston,18.10.2012,6168
Sara Luxemburg,25.10.2011,1521
Tom Ashbrook,11.02.2011,89
Tom Ashbrook,11.02.2011,297
Tom Ashbrook,11.02.2011,1264
Joni Wasserman,28.03.2012,841
Eric Murdock,28.09.2012,143
Brad Thomas,16.12.2010,849
Victoria Pisteka,02.08.2010,141
Victoria Pisteka,02.08.2010,848
Victoria Pisteka,02.08.2010,562
Corey Lock,06.04.2009,747
Corey Lock,06.04.2009,313
Barry Pond,10.11.2011,209
Chris McAfee,17.01.2011,29
Karen Carlisle,27.03.2012,325
Bart Folk,17.11.2012,1771
Bart Folk,17.11.2012,628
Barry Weirich,03.03.2012,141
Michael Stewart,19.12.2009,83
Dave Poirier,04.07.2009,6176
Aleksandra Gannaway,17.05.2009,493
Bryan Spruell,22.11.2012,2219
Christy Brittain,06.08.2011,39
Christy Brittain,25.12.2011,4769
Christy Brittain,25.12.2011,118
Christy Brittain,30.06.2009,180
Christy Brittain,30.06.2009,55
Christy Brittain,30.06.2009,175
Harold Dahlen,15.03.2010,1000
Harold Dahlen,15.03.2010,36
Bobby Trafton,01.06.2012,533
Bobby Trafton,01.06.2012,61
Karen Carlisle,26.02.2010,16116
Speros Goranitis,05.09.2009,5482
Speros Goranitis,05.09.2009,46
Grant Thornton,14.01.2010,473
Tom Prescott,01.10.2009,88
Bryan Spruell,03.06.2011,29
Bryan Spruell,03.06.2011,2007
Bryan Spruell,03.06.2011,384
Alan Schoenberger,02.01.2009,1239
Alan Schoenberger,02.01.2009,4083
Alan Schoenberger,02.01.2009,4902
Patrick Bzostek,22.02.2010,20
Patrick Bzostek,22.02.2010,149
Patrick Bzostek,22.02.2010,71
Victoria Pisteka,08.01.2010,478
Tamara Willingham,16.08.2009,978
Bobby Trafton,05.11.2010,229
Denny Ordway,02.12.2010,755
Roland Fjeld,01.12.2009,1012
Elizabeth Moffitt,28.05.2010,1279
Corey Lock,29.04.2010,12571
David Kendrick,06.09.2009,230
Julia Barnett,05.06.2011,1394
Julia Barnett,05.06.2011,6862
Adam Hart,26.10.2011,418
Adam Hart,26.10.2011,337
Shirley Jackson,24.06.2009,2694
Adam Hart,12.07.2011,392
Adam Hart,12.07.2011,1452
Bradley Drucker,17.12.2011,1284
Bradley Drucker,17.12.2011,169
Karen Carlisle,19.10.2009,1352
Karen Carlisle,19.10.2009,63
Grant Thornton,30.09.2012,856
Brendan Murry,02.09.2012,2026
Brendan Murry,02.09.2012,3413
Benjamin Venier,01.01.2010,294
Jennifer Patt,04.04.2010,125
Jennifer Patt,04.04.2010,3171
Jennifer Patt,04.04.2010,2488
Jennifer Patt,29.08.2010,379
Jennifer Patt,20.04.2010,200
Jennifer Patt,20.04.2010,129
Jennifer Patt,20.04.2010,6718
Jeremy Pistek,10.01.2011,59
Jeremy Pistek,10.01.2011,886
David Bremer,27.12.2009,222
David Bremer,27.12.2009,389
Nora Paige,02.05.2009,1233
Nora Paige,02.05.2009,145
Harold Dahlen,24.05.2009,6311
Bobby Trafton,03.09.2011,3703
Bobby Trafton,03.09.2011,54
Nicole Brennan,16.04.2011,3854
Jennifer Patt,17.12.2011,346
Jennifer Patt,17.12.2011,86
Jennifer Patt,17.12.2011,476
Alejandro Savely,22.09.2009,93
Alejandro Savely,22.09.2009,6071
Charles Crestani,03.05.2011,42
Charles Crestani,03.05.2011,2304
Brendan Murry,20.09.2010,284
Muhammed Lee,21.07.2012,3441
Muhammed Lee,21.07.2012,210
Victoria Pisteka,28.02.2009,1979
Victoria Pisteka,28.02.2009,188
Victoria Pisteka,28.02.2009,2823
Patrick Bzostek,14.09.2012,95
Jeremy Pistek,20.10.2011,45
Maureen Gastineau,14.09.2012,36
Adam Hart,02.11.2009,64
Adam Hart,02.11.2009,1909
Berenike Kampe,14.08.2009,3412
Berenike Kampe,14.08.2009,1312
Julia Barnett,14.10.2010,239
Julia Barnett,14.10.2010,1235
Julia Barnett,14.10.2010,1928
Bobby Elias,10.10.2010,57
Jeremy Pistek,12.08.2010,44
Tom Prescott,11.01.2010,1940
Noel Staavos,24.05.2010,2448
Noel Staavos,24.05.2010,1070
David Bremer,06.10.2011,1143
Bryan Spruell,09.10.2012,233
Bryan Spruell,09.10.2012,246
Adam Hart,14.04.2012,904
Bobby Elias,13.05.2010,7668
Bobby Elias,13.05.2010,1306
Damala Kotsonis,12.05.2011,2130
Jill Matthias,03.01.2012,3668
Tim Taslimi,27.08.2012,1850
Grant Thornton,09.01.2011,197
Grant Thornton,09.01.2011,199
Corey Catlett,13.06.2012,636
Corey Catlett,13.06.2012,1251
Corey Catlett,13.06.2012,3578
Deborah Brumfield,31.10.2010,1010
Jill Matthias,26.02.2009,31
Harold Dahlen,16.09.2009,64
Dan Campbell,04.10.2012,120
Dan Campbell,04.10.2012,332
Maris LaWare,17.11.2011,202
Elizabeth Moffitt,02.01.2009,138
Elizabeth Moffitt,02.01.2009,615
Alan Schoenberger,12.03.2012,11824
Alan Schoenberger,12.03.2012,81
Mark Packer,06.01.2010,181
Juliana Krohn,23.03.2012,13064
Juliana Krohn,23.03.2012,4772
Juliana Krohn,23.03.2012,3360
Juliana Krohn,23.03.2012,307
Barry Weirich,07.08.2012,21321
Christy Brittain,23.04.2009,33
Bill Shonely,22.01.2012,11
Debra Catini,03.06.2012,128
Debra Catini,03.06.2012,2004
Tamara Willingham,11.09.2009,126
Emily Phan,09.04.2009,14591
Juliana Krohn,10.04.2010,376
Juliana Krohn,10.04.2010,64
Corey Lock,26.07.2010,3328
Peter Buhler,20.04.2012,1142
Charles Crestani,30.04.2009,1913
Charles Crestani,30.04.2009,4171
Damala Kotsonis,12.04.2010,3427
Damala Kotsonis,12.04.2010,36
Damala Kotsonis,12.04.2010,893
Grant Thornton,02.08.2009,269
Grant Thornton,02.08.2009,87
Nora Paige,10.04.2010,1494
Karen Carlisle,09.06.2012,473
Charles Crestani,12.06.2011,127
Keith Herrera,21.06.2010,1712
Barry Weirich,21.07.2010,794
Tony Molinari,08.11.2009,204
Rick Huthwaite,26.03.2009,38
George Zrebassa,07.06.2009,47
George Zrebassa,07.06.2009,90
George Zrebassa,07.06.2009,13
Harold Dahlen,11.03.2012,931
Aaron Hawkins,29.12.2011,57
Aaron Hawkins,29.12.2011,162
Aaron Hawkins,29.12.2011,3410
Debra Catini,24.06.2012,1676
Karen Carlisle,03.07.2010,30
Roland Fjeld,19.02.2009,373
Tim Taslimi,28.12.2009,100
Alejandro Savely,03.06.2009,8231
Juliana Krohn,23.10.2012,81
Dan Campbell,22.05.2011,20702
Bryan Spruell,27.07.2010,20
Bryan Spruell,27.07.2010,75
Harold Dahlen,01.09.2010,82
Brad Thomas,12.06.2009,1756
Brad Thomas,12.06.2009,346
Tamara Willingham,28.08.2009,273
Tamara Willingham,28.08.2009,3241
Tamara Willingham,28.08.2009,8059
Tamara Willingham,11.01.2012,173
Brad Thomas,15.08.2009,5291
Brendan Murry,11.10.2010,7686
Jill Matthias,16.12.2009,2278
Nicole Brennan,22.07.2011,3308
Victoria Pisteka,09.04.2012,371
Aaron Hawkins,26.05.2010,4072
Paul Van Hugh,04.03.2012,41
Jeremy Pistek,15.12.2012,71
Berenike Kampe,11.10.2009,863
Cyra Reiten,03.08.2011,239
Cyra Reiten,03.08.2011,148
Benjamin Venier,05.12.2011,67
Nora Paige,26.12.2012,256
Helen Andreada,28.08.2011,47
Bobby Trafton,05.05.2010,4481
Nicole Brennan,14.02.2009,2651
Jill Matthias,07.01.2010,106
Roland Fjeld,07.03.2011,412
Adam Hart,22.01.2010,3
Chris Cortes,16.04.2009,123
Chris Cortes,16.04.2009,14735
Katherine Ducich,12.05.2012,265
Patrick Bzostek,25.10.2009,194
Patrick Bzostek,25.10.2009,16451
Patrick Bzostek,25.10.2009,486
Patrick Bzostek,25.10.2009,110
Tony Molinari,30.12.2012,391
Tony Molinari,30.12.2012,448
Thomas Thornton,11.06.2012,34
Thomas Thornton,06.06.2010,5145
Mark Packer,21.06.2010,783
Corey Lock,03.05.2012,4395
Tim Taslimi,22.02.2010,1502
Berenike Kampe,03.03.2012,4847
Berenike Kampe,03.03.2012,33
Berenike Kampe,03.03.2012,39
Helen Andreada,06.07.2011,286
Irene Maddox,04.09.2011,197
Irene Maddox,04.09.2011,1757
Charles Crestani,18.02.2012,1884
Charles Crestani,18.02.2012,93
Adam Hart,30.01.2010,4
Adam Hart,30.01.2010,547
Corey Catlett,03.10.2010,2379
Allen Armold,11.04.2011,1734
Allen Armold,11.04.2011,1128
Barry Weirich,10.09.2010,6767
Katherine Ducich,28.08.2012,367
Katherine Ducich,28.08.2012,140
Helen Andreada,03.11.2011,509
Eric Barreto,22.03.2010,739
Eric Barreto,22.03.2010,39
Corey Lock,28.10.2011,25
Nora Paige,24.02.2010,182
Juliana Krohn,26.09.2010,287
Dan Campbell,15.03.2012,238
Raymond Fair,18.07.2012,104
Ivan Liston,01.06.2012,136
Denny Ordway,06.09.2012,5062
Jill Matthias,22.10.2012,914
Denny Ordway,21.10.2011,321
Alejandro Savely,15.04.2010,952
Bradley Drucker,18.10.2010,437
Bradley Drucker,18.10.2010,147
Bradley Drucker,18.10.2010,75
Tracy Hopkins,19.03.2012,125
Brendan Murry,06.12.2010,1554
Tom Ashbrook,05.03.2010,44
Tom Ashbrook,05.03.2010,2478
Bradley Drucker,13.12.2010,1427
Doug O'Connell,04.08.2012,420
Karen Carlisle,10.07.2011,344
Karen Carlisle,10.07.2011,65
Dave Kipp,12.04.2009,292
Dave Kipp,12.04.2009,192
Dave Kipp,12.04.2009,290
Dave Kipp,12.04.2009,4692
Bobby Elias,17.01.2010,577
Natalie Webber,11.04.2010,994
Brad Thomas,12.08.2009,634
Kean Thornton,08.06.2012,62
Michael Stewart,25.06.2012,58
Michael Stewart,25.06.2012,545
Alyssa Tate,16.11.2009,122
Alyssa Tate,16.11.2009,150
Alyssa Tate,16.11.2009,95
Helen Andreada,07.03.2012,996
Bill Shonely,01.10.2011,103
Bill Shonely,01.10.2011,1429
David Bremer,29.11.2011,246
David Bremer,29.11.2011,42
Julia Barnett,25.04.2011,5218
Paul Van Hugh,27.02.2012,16887
Anne McFarland,01.03.2012,12
Charles Crestani,14.02.2009,6686
Debra Catini,19.02.2009,159
Bobby Trafton,21.11.2011,177
Bobby Trafton,21.11.2011,1122
Dave Kipp,25.10.2012,206
Jay Fine,16.10.2012,34
Jay Fine,16.10.2012,23516
Thea Hendricks,29.05.2012,78
Bobby Trafton,03.12.2011,1947
Natalie Webber,23.07.2010,842
Dave Poirier,28.05.2010,2053
Dave Poirier,28.05.2010,620
Damala Kotsonis,15.10.2009,168
Eric Barreto,10.01.2010,159
Eric Barreto,10.01.2010,79
Tracy Hopkins,25.05.2011,141
Tracy Hopkins,25.05.2011,4873
Paul Van Hugh,07.08.2009,515
Paul Van Hugh,07.08.2009,42
Barry Pond,14.05.2011,179
Michael Stewart,16.03.2009,1351
Michael Stewart,16.03.2009,358
Speros Goranitis,06.02.2011,351
Cyra Reiten,08.08.2010,1803
Dan Campbell,16.09.2009,110
Dan Campbell,16.09.2009,454
Rick Huthwaite,12.07.2011,275
Rick Huthwaite,12.07.2011,102
Corey Lock,17.12.2010,935
Raymond Fair,19.08.2012,22
Raymond Fair,19.08.2012,266
Ed Jacobs,05.09.2011,39
Emily Phan,11.04.2009,1317
Allen Armold,30.08.2012,321
Allen Armold,30.08.2012,2014
Barry Pond,11.05.2010,2168
Barry Pond,11.05.2010,303
Barry Pond,11.05.2010,1662
Dean Katz,01.07.2011,2021
Dean Katz,01.07.2011,1533
Dean Katz,01.07.2011,5989
Jeremy Pistek,31.10.2010,69
Jennifer Patt,20.12.2010,2897
Corey Catlett,29.02.2012,250
Corey Catlett,29.02.2012,252
Alyssa Tate,02.05.2009,159
Raymond Fair,12.11.2010,172
Raymond Fair,12.11.2010,2170
Giulietta Dortch,11.06.2009,224
Julia Barnett,12.12.2012,262
Julia Barnett,12.12.2012,173
Muhammed Lee,22.06.2011,9261
Muhammed Lee,22.06.2011,29
Christy Brittain,15.12.2010,52
Brad Thomas,31.05.2011,438
Brad Thomas,31.05.2011,515
Brad Thomas,31.05.2011,356
Art Foster,07.10.2012,4509
Eugene Moren,22.05.2009,1813
Carol Darley,15.08.2011,4531
Maribeth Dona,25.01.2010,3116
Maribeth Dona,25.01.2010,12
Fred Harton,01.05.2011,1324
Andrew Allen,14.07.2010,279
Andrew Allen,14.07.2010,717
Art Miller,13.12.2011,11764
Art Miller,13.12.2011,25
Art Miller,13.12.2011,208
Maribeth Dona,18.08.2009,46
Maribeth Dona,18.08.2009,22320
Maribeth Dona,18.08.2009,330
Maribeth Dona,18.08.2009,521
Cathy Armstrong,29.10.2009,181
Cathy Armstrong,29.10.2009,13
Cathy Armstrong,29.10.2009,108
Cathy Armstrong,29.10.2009,623
Christopher Martinez,18.08.2012,730
Christopher Martinez,18.08.2012,1083
Art Miller,28.05.2010,256
Eugene Moren,17.02.2012,2592
Scott Cohen,21.05.2011,313
Scott Cohen,21.05.2011,390
Anthony O'Donnell,06.07.2012,343
Eugene Moren,24.10.2009,9
Art Miller,16.04.2012,80
Lauren Leatherbury,21.04.2012,787
Christopher Martinez,08.09.2009,213
Christopher Martinez,08.09.2009,1469
Christopher Martinez,08.09.2009,4279
Art Foster,10.12.2009,2666
Christopher Martinez,05.11.2009,10307
Art Foster,28.12.2012,44
Eugene Moren,14.07.2011,46
Art Miller,09.06.2010,30
Anthony O'Donnell,22.02.2009,19100
Art Foster,09.12.2010,372
Greg Matthias,12.01.2009,4080
Greg Matthias,12.01.2009,261
Greg Matthias,12.01.2009,90
Maribeth Dona,07.06.2012,317
Maribeth Dona,07.06.2012,155
Scott Cohen,24.03.2012,135
Christopher Martinez,25.03.2009,14358
Eugene Moren,25.03.2012,711
Cynthia Delaney,09.06.2011,115
Cynthia Delaney,09.06.2011,7165
Anthony Rawles,31.01.2010,1400
Lauren Leatherbury,24.01.2010,1325
Fred Harton,13.09.2010,101
Fred Harton,13.09.2010,526
Cathy Armstrong,25.08.2011,8581
Cathy Armstrong,25.08.2011,136
Barry Blumstein,06.05.2010,43
Eva Jacobs,03.01.2012,3354
Eva Jacobs,03.01.2012,69
Anthony Rawles,31.01.2010,79
Andrew Allen,25.07.2009,101
Scott Cohen,07.05.2009,130
Carol Darley,18.05.2012,861
Lauren Leatherbury,04.09.2010,362
Eugene Moren,19.09.2010,966
Fred Harton,06.08.2010,350
Fred Harton,06.08.2010,4814
Cynthia Delaney,24.01.2009,360
Carol Darley,11.02.2010,246
Carol Darley,11.02.2010,79
Eugene Moren,29.07.2010,4417
Lauren Leatherbury,30.03.2011,1204
Carol Darley,03.02.2009,181
Carol Darley,03.02.2009,846
Fred Harton,30.03.2009,188
Fred Harton,30.03.2009,241
Fred Harton,30.03.2009,237
Barry Blumstein,25.09.2009,9313
Barry Blumstein,25.09.2009,220
Cynthia Delaney,29.06.2012,7929
Duane Noonan,05.12.2012,716
Duane Noonan,05.12.2012,10941
Cathy Armstrong,18.08.2012,3749
Cynthia Delaney,24.01.2012,879
Art Miller,27.06.2011,878
Art Miller,05.11.2009,91
Eva Jacobs,07.11.2009,454
Fred Harton,05.07.2009,2232
Fred Harton,05.07.2009,7007
Anthony O'Donnell,03.09.2011,461
Art Foster,07.10.2010,813
Eva Jacobs,05.02.2011,4153
Cathy Armstrong,24.09.2009,158
Barry Blumstein,01.07.2011,225
Andrew Allen,14.05.2009,2827
Christopher Martinez,21.08.2010,216
Christopher Martinez,21.08.2010,10
Andrew Allen,02.02.2012,3982
Andrew Allen,02.02.2012,67
Fred Harton,21.03.2010,168
Anthony Rawles,19.09.2012,6996
Barry Blumstein,05.02.2012,1415
Greg Matthias,01.07.2009,6041
Carol Darley,11.12.2012,1234
Lauren Leatherbury,18.01.2010,10380
Lauren Leatherbury,18.01.2010,855
Lauren Leatherbury,18.01.2010,390
Barry Blumstein,12.11.2011,109
Barry Blumstein,12.11.2011,2258
Cynthia Delaney,14.06.2011,349
Sanjit Jacobs,14.01.2010,72
Anthony O'Donnell,22.09.2012,172
Fred Harton,01.04.2011,737
Fred Harton,01.04.2011,507
Fred Harton,01.04.2011,151
Anthony O'Donnell,18.02.2012,2180
Eva Jacobs,04.04.2011,124
Eva Jacobs,04.04.2011,3534
Eva Jacobs,04.04.2011,3821
Ken Lonsdale,19.12.2009,1651
Duane Noonan,12.02.2012,326
Duane Noonan,12.02.2012,170
Eva Jacobs,05.02.2010,2595
Lauren Leatherbury,14.07.2010,802
Greg Matthias,06.02.2011,66
Lauren Leatherbury,19.05.2011,10
Greg Matthias,20.06.2009,324
Art Foster,17.02.2012,157
Art Miller,16.11.2011,10135
Art Miller,16.11.2011,1766
Art Miller,16.11.2011,157
Art Miller,04.07.2010,158
Art Miller,04.07.2010,98
Ken Lonsdale,05.05.2011,1199
Fred Harton,07.10.2012,1152
Fred Harton,07.10.2012,20
Anthony Rawles,18.01.2012,4073
Lauren Leatherbury,22.04.2011,1438
Greg Matthias,04.01.2011,626
Eva Jacobs,11.09.2011,12
Greg Matthias,25.12.2009,1654
Anthony Rawles,20.04.2009,249
Anthony Rawles,20.04.2009,10984
Ken Lonsdale,13.09.2012,2447
Greg Matthias,10.02.2010,27
Greg Matthias,10.02.2010,88
Christopher Martinez,25.04.2010,318
Christopher Martinez,25.04.2010,290
Christopher Martinez,25.04.2010,323
Anthony Rawles,03.03.2011,649
Christopher Martinez,09.11.2012,200
Fred Harton,11.04.2011,709
Carol Darley,07.02.2012,1635
Carol Darley,07.02.2012,316
Lauren Leatherbury,05.09.2009,194
Anthony Rawles,26.05.2009,228
Anthony Rawles,26.05.2009,2292
Art Foster,01.09.2011,206
Sanjit Jacobs,22.11.2010,14
Christopher Martinez,10.10.2011,20
Christopher Martinez,10.10.2011,53
Duane Noonan,23.08.2011,214
Lauren Leatherbury,08.01.2012,198
Anthony Rawles,09.04.2010,6035
Eva Jacobs,17.08.2012,228
Duane Noonan,06.10.2009,98
Duane Noonan,06.10.2009,570
Anthony Rawles,01.05.2010,315
Anthony Rawles,25.10.2012,120
Christopher Martinez,23.09.2011,1059
Christopher Martinez,23.09.2011,92
Barry Blumstein,08.06.2011,1812
Barry Blumstein,08.06.2011,49
Barry Blumstein,08.06.2011,236
Barry Blumstein,08.06.2011,854
Barry Blumstein,08.06.2011,160
Andrew Allen,21.01.2009,33
Art Foster,20.02.2010,6777
Ricardo Block,19.09.2010,1641
Ricardo Block,19.09.2010,1236
Roger Barcio,13.03.2011,46
Sung Pak,22.09.2010,2415
Tim Brockman,30.03.2009,231
Tim Brockman,30.03.2009,987
Sung Pak,29.11.2011,10094
Victoria Pisteka,04.05.2009,179
Victoria Pisteka,04.05.2009,7987
Victoria Pisteka,04.05.2009,2455
Sung Chung,11.04.2011,2443
Ricardo Block,11.04.2010,112
Ricardo Block,11.04.2010,50
Ricardo Block,11.04.2010,1940
Ricardo Block,11.04.2010,466
Resi Polking,10.02.2010,19
Roger Demir,05.12.2010,29
Tamara Manning,20.03.2010,1134
Resi Polking,18.08.2011,2422
Sung Pak,25.11.2012,1955
Sung Pak,21.12.2012,2313
Sung Chung,10.12.2012,538
Sung Chung,10.12.2012,3665
Sung Chung,10.12.2012,21
Victoria Pisteka,07.09.2010,287
Resi Polking,12.03.2009,1233
Sung Pak,20.05.2012,214
Tim Brockman,28.11.2009,941
Resi Polking,29.03.2012,109
Sue Ann Reed,23.10.2010,159
Resi Polking,21.08.2011,249
Tamara Manning,22.09.2011,6572
Tamara Manning,22.09.2011,1052
Tamara Manning,02.06.2012,2711
Tamara Manning,02.06.2012,1830
Roger Demir,15.12.2011,231
Roger Demir,12.09.2010,29
Roger Demir,12.09.2010,19014
Roger Demir,12.09.2010,385
Ricardo Block,05.04.2011,46
Tim Brockman,21.05.2009,4253
Resi Polking,15.09.2010,5740
Roger Barcio,03.10.2010,548
Sung Pak,17.09.2012,946
Resi Polking,12.02.2010,397
John Murray,19.10.2012,769
John Murray,19.10.2012,7371
Shaun Chance,13.10.2011,389
Sung Pak,28.10.2011,1515
John Murray,14.10.2012,3414
John Murray,14.10.2012,2940
Darren Powers,01.11.2012,1104
Shaun Chance,15.02.2010,86
Shaun Chance,15.02.2010,298
Roger Demir,20.11.2009,87
Roger Demir,20.11.2009,50
Penelope Sewall,18.09.2012,762
Penelope Sewall,18.09.2012,235
Mike Pelletier,05.09.2009,133
Mike Pelletier,05.09.2009,233
Sung Pak,05.06.2010,893
Mike Pelletier,13.03.2012,6483
Mike Pelletier,13.03.2012,1446
John Murray,23.09.2010,2049
Tim Brockman,05.12.2010,104
Shaun Chance,08.12.2009,3391
Darren Powers,02.02.2009,45
Penelope Sewall,24.01.2010,1581
Shaun Chance,28.02.2011,19
Shaun Chance,21.10.2011,6481
Sue Ann Reed,11.12.2011,5526
Sue Ann Reed,11.12.2011,237
Sue Ann Reed,11.12.2011,68
Tim Brockman,15.12.2010,4409
Sung Chung,15.06.2010,147
Tamara Manning,14.01.2009,578
Tamara Manning,14.01.2009,9921
Tamara Manning,14.01.2009,7484
Shaun Chance,03.09.2010,733
Tom Prescott,09.07.2012,198
Roger Demir,07.01.2012,91
Shaun Chance,12.12.2010,705
Resi Polking,24.03.2012,1102
John Murray,07.10.2009,215
John Murray,07.10.2009,655
Tim Brockman,29.07.2010,5876
Penelope Sewall,26.04.2012,570
Roger Demir,17.04.2012,826
Sharelle Roach,16.02.2009,180
Darren Powers,18.08.2010,102
Tom Prescott,18.11.2011,1618
Tim Brockman,25.10.2010,3969
Tim Brockman,25.10.2010,2883
Tom Prescott,11.11.2012,356
Tamara Manning,28.11.2011,54
Tamara Manning,28.11.2011,431
Sharelle Roach,05.09.2009,3232
Pauline Webber,07.03.2011,6231
Pauline Webber,07.03.2011,1392
